,cleaned_title,date,source,source_type,language,sentiment,emotions,emotion_scores
528,Forget Nvidia: 1 Artificial Intelligence (AI) Stock to Buy Hand Over ...,2023-09-05,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5297325253486633, 0.22187970578670502, 0.1522747427225113, 0.09611301869153976]"
529,Best Artificial Intelligence (AI) Stock to Buy: Nvidia Stock vs ...,2023-09-04,The Motley Fool,Blog,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.4060875475406647, 0.40036749839782715, 0.10087911784648895, 0.09266582131385803]"
530,Five principles for generative AI in financial services,2023-09-04,BusinessWorld Online,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.2965960204601288, 0.26750487089157104, 0.22172188758850098, 0.214177206158638]"
531,Startup Behind World's 'Most Advanced' Generative AI Raises $155M - NoCamels,2023-09-04,NoCamels - Israeli Innovation News,News Outlet,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.356844037771225, 0.24786752462387085, 0.19897207617759705, 0.19631637632846832]"
532,ChatGPT Is Making History: 2 Artificial Intelligence (AI) Growth ...,2023-09-04,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5889548659324646, 0.22373440861701965, 0.1292394995689392, 0.058071259409189224]"
533,Artificial Intelligence (AI) Text Generator Market size to grow by USD 582.34 million between 2022 to 2027 | The growing popularity of AI text generators for e-learning drives market - Technavio,2023-09-04,Yahoo Finance,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.2881236672401428, 0.25750744342803955, 0.24793483316898346, 0.20643408596515656]"
534,"Vedic AstroGPT This AI Astrology Tool Promises Clarity On Love And Finances For Free, But There Is A Catch",2023-09-03,Jagran English,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.6276090741157532, 0.17997165024280548, 0.15009833872318268, 0.042321059852838516]"
535,"AI Is Reshaping Financial Wellness, but Can It Improve Retirement ...",2023-09-01,PLANADVISER,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.613921046257019, 0.25021302700042725, 0.0853804424405098, 0.05048549547791481]"
536,Artificial Intelligence In Transaction Banking: Working Smarter,2023-09-01,Global Finance,Other,en,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']","[0.4614817202091217, 0.2474466860294342, 0.21378831565380096, 0.07728329300880432]"
537,In 50 Words: Baidu’s AI chatbot Ernie draws 1 million users in 24 hours,2023-09-01,Tech in Asia,Blog,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.3026719391345978, 0.2934732437133789, 0.20784743130207062, 0.1960073858499527]"
538,Floworks secures USD 1.5M in seed funding for its generative AI workplace assistant,2023-09-01,EnterpriseTalk,Press Release Service,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.3061756193637848, 0.2578774094581604, 0.24273733794689178, 0.19320955872535706]"
539,The Smart Enterprise: Making Generative AI Enterprise-Ready,2023-09-01,Unite.AI,News Outlet,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.4410664141178131, 0.26424795389175415, 0.22843827307224274, 0.06624735891819]"
540,1 Unstoppable Artificial Intelligence (AI) Stock That Could Join the ...,2023-09-01,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.6321196556091309, 0.1813400238752365, 0.12952834367752075, 0.057011958211660385]"
541,"AI will be at the center of the next financial crisis, SEC chair warns",2023-08-12,Axios,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.8578507900238037, 0.09808438271284103, 0.02371753752231598, 0.020347250625491142]"
542,‘This is real’: Buyout bosses ready themselves for the AI revolution,2023-08-11,Financial News,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5264714360237122, 0.26842519640922546, 0.1666177362203598, 0.03848569095134735]"
543,BCG: Generative AI tools to gain more ground in banking,2023-08-11,asianews.network,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.3796856701374054, 0.27789291739463806, 0.2429647445678711, 0.09945669770240784]"
544,"Artificial Intelligence (AI) in Life Sciences Market to Surpass USD 6,700 Million by 2030",2023-08-11,Yahoo Finance,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.46070438623428345, 0.2893252670764923, 0.20649826526641846, 0.043472085148096085]"
545,Better Artificial Intelligence Stock: Amazon vs. Microsoft,2023-08-10,The Motley Fool,Blog,en,positive,"['Optimism', 'Excitement', 'Skepticism', 'Concern']","[0.3741183876991272, 0.2785741686820984, 0.18412452936172485, 0.16318289935588837]"
546,Gates Foundation Funds Nearly 50 Generative AI Projects In Low ...,2023-08-10,Forbes,Magazine,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.4362542927265167, 0.2196747362613678, 0.17760689556598663, 0.16646407544612885]"
547,How AI can advance open banking,2023-08-10,TechTalks,Blog,en,positive,"['Excitement', 'Optimism', 'Skepticism', 'Concern']","[0.3601917326450348, 0.29159465432167053, 0.1791464239358902, 0.16906720399856567]"
548,Fieldwork Robotics raises £1.5M in funding for AI-supported ...,2023-08-10,Tech.eu,Blog,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.37015050649642944, 0.2640551030635834, 0.2601613998413086, 0.10563291609287262]"
549,Investing in Artificial Intelligence Stocks: Things You Have to Know | Mint,2023-08-10,Mint,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3730665445327759, 0.23453009128570557, 0.21406155824661255, 0.17834173142910004]"
550,Is ChatGPT running out of steam? AI chatbot's performance raises ...,2023-08-10,KTVZ,Broadcast Media,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.8919809460639954, 0.05669325217604637, 0.0269035492092371, 0.024422278627753258]"
551,Unlocking the Power of Artificial Intelligence in Valuation: A Game-Changer for Financial Analysis,2023-08-10,BBN Times,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5262042284011841, 0.2198888212442398, 0.1635483056306839, 0.09035865217447281]"
552,German AI platform deepset secures $30m in funding to bolster LLM ...,2023-08-10,FinTech Global,Blog,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.3557842969894409, 0.2339102327823639, 0.21838656067848206, 0.19191886484622955]"
553,Experts to lead AI Safety Summit preparations as new funding ...,2023-08-10,GOV.UK,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.4789450764656067, 0.2938254773616791, 0.12016186118125916, 0.10706757754087448]"
554,IBM will provide Meta Llama 2 services to enterprises on Watsonx AI platform,2023-08-09,Anue鉅亨,News Outlet,ca,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']","[0.2914751172065735, 0.2880120277404785, 0.2309950292110443, 0.1895177960395813]"
555,IBM to host Meta's Llama 2 for enterprise AI development,2023-08-09,SiliconANGLE News,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.34821638464927673, 0.31292903423309326, 0.186830073595047, 0.1520245522260666]"
556,Shutterstock Brings Generative AI to 3D Scene Backgrounds with ...,2023-08-09,Animation World Network,Broadcast Media,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.357923686504364, 0.22848260402679443, 0.20929379761219025, 0.20429998636245728]"
557,12 Stocks That Will Benefit From AI,2023-08-09,Yahoo Finance,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.4336825907230377, 0.39820897579193115, 0.09795238822698593, 0.07015609741210938]"
558,"Why Nvidia, C3.ai, Palantir, and Other AI Stocks Crumbled Today",2023-08-09,The Motley Fool,Blog,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.5968995690345764, 0.3093350827693939, 0.059203196316957474, 0.034562159329652786]"
559,Chinese AI startup Baichuan rolls out third LLM in four months ...,2023-08-09,TechNode,Blog,en,positive,"['Excitement', 'Concern', 'Skepticism', 'Optimism']","[0.3240082859992981, 0.3002498745918274, 0.22571304440498352, 0.1500287652015686]"
560,What the Finance Industry Tells Us About the Future of AI,2023-08-09,HBR.org Daily,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.4851996898651123, 0.22085802257061005, 0.16382242739200592, 0.13011983036994934]"
561,Cohere Debuts Enterprise Generative AI Chatbot Coral,2023-08-09,Voicebot.ai,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.35663706064224243, 0.3474307656288147, 0.21902070939540863, 0.07691153138875961]"
562,"Artificial Intelligence (AI) in Drug Discovery Market Revenue To Surpass USD 11,914 Million By 2030",2023-08-08,Yahoo Finance,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.42598265409469604, 0.27144885063171387, 0.24200861155986786, 0.060559920966625214]"
563,"1 Artificial Intelligence Stock With 136% Upside, According to Wall ...",2023-08-08,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.5409843325614929, 0.3875064551830292, 0.03768302872776985, 0.03382622450590134]"
564,Shutterstock Brings Generative AI to 3D Scene Backgrounds With ...,2023-08-08,Nvidia,Blog,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.35633376240730286, 0.23656868934631348, 0.20667052268981934, 0.2004270702600479]"
565,"AI regulation is taking shape, but startups are being left out",2023-08-08,The Verge,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.6170904636383057, 0.22262559831142426, 0.09672939777374268, 0.0635545626282692]"
566,"SoundHound AI Reports Second Quarter Revenue Increase of 42%, Adjusted EBITDA Improves 50%, Strong Increase in Cash Position, Investment in Generative AI Foundation Model",2023-08-08,Yahoo Finance,News Outlet,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.425171822309494, 0.27491021156311035, 0.24536912143230438, 0.05454888939857483]"
567,AWS to support Korean startups with Generative AI Accelerator,2023-08-08,코리아타임스,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.29226332902908325, 0.2481670379638672, 0.239599347114563, 0.219970241189003]"
568,Startup Pens Generative AI Success Story With NVIDIA NeMo,2023-08-08,Nvidia,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.409088134765625, 0.30494922399520874, 0.1524491012096405, 0.13351355493068695]"
569,Cloudera expands open data lakehouse for enterprise AI...LLM...,2023-08-07,인공지능신문,News Outlet,ko,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.361684113740921, 0.291360080242157, 0.24801860749721527, 0.0989372506737709]"
570,LLM technology supporting generative AI floods with investment in related startups,2023-08-07,日本経済新聞,Other,ja,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.3518560230731964, 0.25102147459983826, 0.24602149426937103, 0.1511010080575943]"
571,"Enterprise hits and misses - the thorny question of the staff intranet, AI for video content raises questions of quality, and three dragons tackle a custom LLM",2023-08-07,diginomica,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.7276045083999634, 0.16475172340869904, 0.055514659732580185, 0.052129101008176804]"
572,Global Enterprise Artificial Intelligence (AI) Market,2023-08-07,Yahoo Finance,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.3415125906467438, 0.30013957619667053, 0.26313865184783936, 0.09520912170410156]"
573,Startup funds AI-powered generative engineering platform ...,2023-08-07,eeNews Europe,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.27585458755493164, 0.26681259274482727, 0.2513427138328552, 0.20599021017551422]"
574,5 Artificial Intelligence Stocks to Buy Now,2023-08-06,Nasdaq,Other,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.4928903877735138, 0.3193056881427765, 0.13542018830776215, 0.05238373205065727]"
575,Want to Get Richer? 2 AI Stocks to Buy Before They Skyrocket,2023-08-06,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.4783095419406891, 0.2389490306377411, 0.1792891025543213, 0.10345228016376495]"
576,Opinion: What does Artificial Intelligence's growth mean for humanity,2023-08-05,India Today,News Outlet,en,neutral,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.7214407324790955, 0.15074467658996582, 0.0705258771777153, 0.0572887621819973]"
577,5 Benefits of Artificial Intelligence for Business Growth – Robotics ...,2023-08-04,Robotics and Automation News,News Outlet,en,positive,"['Optimism', 'Excitement', 'Skepticism', 'Concern']","[0.41898828744888306, 0.37344810366630554, 0.1314769834280014, 0.07608658075332642]"
578,Bank version of Chat GPT is coming out... Banks riding the AI ​​craze,2023-08-04,한국경제매거진,Magazine,ko,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.48030441999435425, 0.28108537197113037, 0.15458692610263824, 0.08402329683303833]"
579,"FCA, Federal Reserve Share Concerns About AI in Financial Services",2023-08-03,Cooley LLC,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.8166964650154114, 0.17365697026252747, 0.005980798974633217, 0.00366570008918643]"
580,Lazada Launches LISA AI Chatbot to Help Sellers Answer Buyer Chats,2023-08-03,Liputan6.com,Other,id,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.30541855096817017, 0.2997943162918091, 0.21645015478134155, 0.17833688855171204]"
581,Better Artificial Intelligence Stock: Apple vs. Microsoft,2023-08-03,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Skepticism', 'Concern']","[0.34689295291900635, 0.3013524115085602, 0.17645573616027832, 0.17529885470867157]"
582,Enhance Your Financial Institution Roadmap with Artificial Intelligence,2023-08-03,Fintech Nexus News,News Outlet,en,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']","[0.3144626319408417, 0.27860867977142334, 0.2402329444885254, 0.16669577360153198]"
583,How AI is fuelling innovation in financial services,2023-08-02,Raconteur,Other,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.45494842529296875, 0.27428343892097473, 0.17083163559436798, 0.09993651509284973]"
584,Inworld AI raises fresh funding for AI character engine at $500M ...,2023-08-02,SiliconANGLE News,News Outlet,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.35508787631988525, 0.31319859623908997, 0.18852274119853973, 0.14319086074829102]"
585,"3 AI Stocks I'd Buy With $1,000 Right Now",2023-08-01,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.4113903343677521, 0.31486546993255615, 0.15640904009342194, 0.11733510345220566]"
586,Beyond Bank to tap into AI - Finance - Software,2023-08-01,iTnews,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.31828373670578003, 0.2921828329563141, 0.2784136235713959, 0.11111974716186523]"
587,Yet Another Warning From Banking Regulators About AI Bias ...,2023-08-01,Arnold & Porter,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.9595071077346802, 0.036471594125032425, 0.002451457316055894, 0.0015698859933763742]"
588,Generative AI usage gains traction among enterprises: McKinsey,2023-08-01,CIO,Other,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.33674946427345276, 0.29099491238594055, 0.22977450489997864, 0.14248116314411163]"
589,"AMD Rises on AI-Powered Growth, But Another Nasdaq Stock Is ...",2023-08-01,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.3926105797290802, 0.3186139464378357, 0.20578554272651672, 0.08298996090888977]"
590,Adoption of artificial intelligence can add 1.4% points to India's GDP growth: IIM-A study,2023-07-12,Moneycontrol,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.35766419768333435, 0.26335251331329346, 0.23762500286102295, 0.14135822653770447]"
591,Machine learning startup Deci open-sources tool to analyze AI ...,2023-07-12,SiliconANGLE News,News Outlet,en,positive,"['Skepticism', 'Concern', 'Optimism', 'Excitement']","[0.3138119876384735, 0.2678908109664917, 0.2324248105287552, 0.18587233126163483]"
592,"Generative AI & LLM will boost the financial services industry: Shilpa Gupta, MD & Group COO, Equirus",2023-07-12,Express Computer,Press Release Service,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.3417959213256836, 0.3237937092781067, 0.24488887190818787, 0.08952146023511887]"
593,Sapphire Ventures Commits $1B-Plus To AI-Powered Tech Startups,2023-07-11,Crunchbase News,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.3677460551261902, 0.2894108295440674, 0.19940918684005737, 0.14343392848968506]"
594,IBM watsonx is now available to help meet enterprises' AI for ...,2023-07-11,IBM Newsroom,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.3191278576850891, 0.2369106113910675, 0.22387273609638214, 0.22008877992630005]"
595,Enterprise AI: what is a smart summary worth to organizations?,2023-07-11,TechHQ,Blog,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.3640238046646118, 0.2528790235519409, 0.21702063083648682, 0.16607654094696045]"
596,Google hit with lawsuit alleging it stole data from millions of users to train its AI tools,2023-07-11,CBS Sacramento,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.6334026455879211, 0.18331433832645416, 0.10426384955644608, 0.07901925593614578]"
597,"Researchers at Stanford have developed an Artificial Intelligence (AI) model,’ StockBot’, which uses LSTMs to predict stock prices with gains higher than the most aggressive ETFs",2023-07-11,MarkTechPost,News Outlet,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.3173391819000244, 0.31341299414634705, 0.2198939472436905, 0.14935386180877686]"
598,Data scientists predict stock returns with AI and online news ...,2023-07-11,Cornell Chronicle,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.31764835119247437, 0.29068246483802795, 0.23115810751914978, 0.16051103174686432]"
599,Startup Nolej AI Available on Google Classroom,2023-07-11,T.H.E. Journal,Academic Journal,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.27550655603408813, 0.27507761120796204, 0.24551770091056824, 0.2038981020450592]"
600,Shutterstock expands deal with OpenAI to build generative AI tools,2023-07-11,TechCrunch,Blog,en,positive,"['Skepticism', 'Optimism', 'Concern', 'Excitement']","[0.2737460434436798, 0.25767064094543457, 0.25565534830093384, 0.21292799711227417]"
601,Prompt engineering startup Vellum.ai raises $5M as demand for generative AI services scales,2023-07-11,TechCrunch,Blog,en,positive,"['Excitement', 'Optimism', 'Skepticism', 'Concern']","[0.3589269518852234, 0.3418334126472473, 0.19965331256389618, 0.09958634525537491]"
602,AI use widened to assess universal credit applications and tackle fraud,2023-07-11,The Guardian,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.3541225790977478, 0.267050564289093, 0.2301148772239685, 0.1487119495868683]"
603,Global Large Language Model (LLM) Market Witnesses Rapid Growth as AI Language Processing Takes Center Stage 2,2023-07-10,openPR,Broadcast Media,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.47194021940231323, 0.20961135625839233, 0.17666739225387573, 0.1417810469865799]"
604,"Kagan: Will AI, Chatbot stock bubble continue to boom or bust?",2023-07-10,RCR Wireless News,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.6697376370429993, 0.18174830079078674, 0.1031440794467926, 0.045369986444711685]"
605,Chinese AI-powered robot developer CloudMinds raises $138m,2023-07-10,Nikkei Asia,Other,en,positive,"['Excitement', 'Concern', 'Skepticism', 'Optimism']","[0.2723977863788605, 0.26454535126686096, 0.2527877688407898, 0.21026915311813354]"
606,Pano AI raises $17M to expand artificial intelligence wildfire ...,2023-07-10,SiliconANGLE News,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.3390248417854309, 0.2826489210128784, 0.21592381596565247, 0.1624024212360382]"
607,Can we drive artificial intelligence's exponential growth sustainably?,2023-07-10,Embedded,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.6497463583946228, 0.15844033658504486, 0.10158731788396835, 0.09022597223520279]"
608,AI inside prompts 22.59 million tokens in Japanese LLM service...,2023-07-10,AIsmiley,Other,ja,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.32928597927093506, 0.22940397262573242, 0.22936463356018066, 0.21194544434547424]"
609,Best Artificial Intelligence Stocks To Buy Now? 2 For Your July 2023 ...,2023-07-09,Nasdaq,Other,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.3359539210796356, 0.2887490391731262, 0.253255695104599, 0.12204141169786453]"
610,2 Top Artificial Intelligence Stocks to Buy in July,2023-07-08,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.47188514471054077, 0.31240808963775635, 0.12324744462966919, 0.09245932847261429]"
611,Wall Street Says Artificial Intelligence (AI) Stocks Could Send the ...,2023-07-08,The Motley Fool,Blog,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']","[0.504520058631897, 0.24779397249221802, 0.12635819613933563, 0.121327705681324]"
612,AI startup Liner adds GPT service to Samsung Internet Browser,2023-07-07,Korea Economic Daily,News Outlet,en,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']","[0.35846492648124695, 0.24829985201358795, 0.22098775207996368, 0.17224745452404022]"
613,Meet Pixis AI: An Emerging Startup Providing Codeless AI Solutions,2023-07-07,MarkTechPost,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.42027077078819275, 0.3270912766456604, 0.13661253452301025, 0.11602534353733063]"
614,China tech startup launches humanoid robot at Shanghai AI event,2023-07-06,SHINE News,News Outlet,en,positive,"['Excitement', 'Skepticism', 'Concern', 'Optimism']","[0.31666988134384155, 0.2880171537399292, 0.2168920785188675, 0.17842084169387817]"
615,Rise of the robots: UN tries to tackle 'mind-blowing' growth of AI,2023-07-06,FRANCE 24 English,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.6449509263038635, 0.14742708206176758, 0.12106650322675705, 0.08655546605587006]"
616,"1 Artificial Intelligence (AI) Growth Stock to Buy Before It Soars 2,097 ...",2023-07-06,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.6526132822036743, 0.22177483141422272, 0.07915424555540085, 0.046457644551992416]"
617,Mindbreeze Unveils AI Platform for Enterprise-Level Knowledge ...,2023-07-06,Datanami,News Outlet,da,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']","[0.2807377278804779, 0.27945056557655334, 0.23320187628269196, 0.20660986006259918]"
618,AI and machine learning have been added to financial crime programs,2023-07-06,Security Magazine,Magazine,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.39012473821640015, 0.2548869550228119, 0.21536946296691895, 0.13961875438690186]"
619,How Banks and Financial Services Can Approach ChatGPT and Generative AI,2023-07-06,PaymentsJournal,Academic Journal,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.30703291296958923, 0.28435268998146057, 0.21756908297538757, 0.19104528427124023]"
620,AI Video Startup Runway Raises $141 Million,2023-07-05,Cooley LLC,Other,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.4092870354652405, 0.33182865381240845, 0.15805813670158386, 0.10082625597715378]"
621,Modernizing The Enterprise With AI,2023-07-05,Spiceworks News and Insights,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']","[0.34649211168289185, 0.3150731921195984, 0.2208385467529297, 0.1175960972905159]"
622,Investing in Digital Humans: Why Businesses Are Banking On AI to ...,2023-07-05,TechAcute,Blog,en,positive,"['Skepticism', 'Optimism', 'Concern', 'Excitement']","[0.3365926146507263, 0.24242191016674042, 0.21404552459716797, 0.20693989098072052]"
623,How Artificial Intelligence is Transforming the Finance Industry,2023-07-05,Analytics Insight,Blog,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']","[0.36528974771499634, 0.2461726814508438, 0.22575640678405762, 0.16278119385242462]"
624,Venture capital funding plunges globally in first half despite AI frenzy,2023-07-05,Reuters,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.5585669279098511, 0.2709575891494751, 0.09038987755775452, 0.0800856351852417]"
625,Kai-Fu Lee's two-month-old AI startup achieves LLM test with tens of ...,2023-07-04,TechNode,Blog,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3381747603416443, 0.28826579451560974, 0.20049422979354858, 0.17306523025035858]"
626,OpenAI Rival Inflection AI Raises $1.3B to Enhance Its Pi Chatbot,2023-07-03,EnterpriseAI,Press Release Service,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3679701089859009, 0.22798681259155273, 0.21089787781238556, 0.193145290017128]"
627,How AI-powered enterprise workflow can transform customer ...,2023-07-03,YourStory,Press Release Service,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3151697814464569, 0.25382643938064575, 0.22866803407669067, 0.20233580470085144]"
628,Better Artificial Intelligence Stock: AMD vs. Amazon,2023-07-02,The Motley Fool,Blog,en,positive,"['Optimism', 'Excitement', 'Skepticism', 'Concern']","[0.4485418498516083, 0.3224468529224396, 0.12145528942346573, 0.10755600780248642]"
629,Salesforce launches AI Cloud to bring models to the enterprise,2023-06-12,TechCrunch,Blog,en,positive,"['Excitement', 'Skepticism', 'Concern', 'Optimism']","[0.2946088910102844, 0.2533480226993561, 0.23943832516670227, 0.21260474622249603]"
630,MAS Launches AI in Finance Challenge for the 2023 Global FinTech ...,2023-06-12,Monetary Authority of Singapore,Other,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']","[0.3350798487663269, 0.28680285811424255, 0.2707837224006653, 0.10733351111412048]"
631,Risks and opportunities of AI in financial services,2023-06-12,economia,Other,en,neutral,"['Concern', 'Skepticism', 'Excitement', 'Optimism']","[0.7014358639717102, 0.17978012561798096, 0.07198087871074677, 0.04680308327078819]"
632,The role of AI parameters in the enterprise,2023-06-12,TechTarget,Blog,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.48341643810272217, 0.2056695818901062, 0.16204281151294708, 0.14887118339538574]"
633,AI's high growth no match for iPhone,2023-06-12,Axios,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']","[0.6166318655014038, 0.20600774884223938, 0.09417244046926498, 0.08318790793418884]"
634,Creating A Strong Foundation For Your Startup With AI,2023-06-11,Forbes,Magazine,en,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']","[0.2707834541797638, 0.2672330439090729, 0.23251838982105255, 0.22946518659591675]"
635,"NTT develops generated AI for finance and medical purposes, lower cost than major US companies",2023-06-09,日本経済新聞,Other,ja,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.3343821167945862, 0.2726251184940338, 0.2661358416080475, 0.12685689330101013]"
636,"Contactual AI, 'founded by meta', raises KRW 26 billion in seed funding",2023-06-09,The Guru (더 구루),News Outlet,ko,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']","[0.35209229588508606, 0.29333117604255676, 0.2888692319393158, 0.06570732593536377]"
637,Artificial Intelligence Meets Finance: These 2 Fintechs Are Shaping ...,2023-06-09,The Motley Fool,Blog,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']","[0.4449528157711029, 0.2893916964530945, 0.2140156626701355, 0.05163979530334473]"
