,cleaned_title,date,source,source_type,language,sentiment,emotion,emotions,emotion_scores
1503,Researchers Collaborate with ChatGPT to Design Robot,2023-06-11,Unite.AI,News Outlet,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.3064034581184387, 0.2652893364429474, 0.24019265174865723, 0.18811459839344025]"
1504,Artificial Intelligence Office organises AI-Enabled Entrepreneurs conference in collaboration with NVIDIA,2023-06-11,Emirates 24|7,Other,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']",Optimism,"[0.3397338092327118, 0.3353572487831116, 0.20934708416461945, 0.11556187272071838]"
1505,Samsung Electronics to adopt own AI amid ChatGPT security concerns,2023-06-11,koreatimes,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.8646833300590515, 0.07584678381681442, 0.030828693881630898, 0.02864118292927742]"
1506,Robots are performing eyelash extensions using AI technology,2023-06-10,The Washington Post,News Outlet,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']",Excitement,"[0.2803882956504822, 0.27856001257896423, 0.25710558891296387, 0.1839461773633957]"
1507,"Meet Your New Executive Assistant, A Powerful AI Named Atlas",2023-06-10,TheStreet,Other,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.5572205781936646, 0.21373218297958374, 0.16724717617034912, 0.0618000365793705]"
1508,"Thoughts on My Life's Work, AI Chatbots & the Writers Strike",2023-06-10,Dan’s Papers,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.5798144340515137, 0.26325908303260803, 0.08011781424283981, 0.07680864632129669]"
1509,Robotic Chef Masters Recipe Recreation by Watching Food Videos,2023-06-10,Unite.AI,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.7160423994064331, 0.10465819388628006, 0.09008218348026276, 0.08921721577644348]"
1510,Global Artificial Intelligence Technology Conference starts in China,2023-06-10,CGTN,News Outlet,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.3599383234977722, 0.25049248337745667, 0.23567576706409454, 0.15389350056648254]"
1511,Menaka Guruswamy writes: Why AI must be regulated,2023-06-10,The Indian Express,Press Release Service,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.6723827123641968, 0.23759764432907104, 0.05567449703812599, 0.03434514254331589]"
1512,Spotify AI DJ: what is it and how do you use Spotify's robot DJ?,2023-06-10,TechRadar,Blog,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.36815163493156433, 0.2654370069503784, 0.20838846266269684, 0.1580229252576828]"
1513,"Ingeniously Using Generative AI Such As GPT-4 To Reveal The Puzzling Secrets Of How Generative AI Startlingly Works, Lauds AI Ethics And AI Law",2023-06-10,Forbes,Magazine,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.5053334832191467, 0.3053134083747864, 0.14575624465942383, 0.043596893548965454]"
1514,Cyber Criminals Sharing GPT-4 API Keys for Free,2023-06-09,GBHackers,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.8488388657569885, 0.07303927838802338, 0.04154779016971588, 0.0365741066634655]"
1515,What Does Recent Binance Lawsuit Mean For Avorak AI?,2023-06-09,Benzinga,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.8451887965202332, 0.09158404171466827, 0.0341453030705452, 0.02908184938132763]"
1516,Artificial Intelligence Poses Threat to Patient Privacy,2023-06-09,Renal and Urology News,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.9601902365684509, 0.029161183163523674, 0.005686444230377674, 0.004962234292179346]"
1517,Data Science vs. Artificial Intelligence: What's the Difference?,2023-06-09,Lifewire,Press Release Service,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.439926415681839, 0.2228412926197052, 0.19761449098587036, 0.13961780071258545]"
1518,The impact of generative AI on the datacentre,2023-06-09,ComputerWeekly.com,Magazine,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.75364089012146, 0.12000259011983871, 0.07640312612056732, 0.0499534085392952]"
1519,Nvidia’s AI software tricked into leaking data,2023-06-09,Ars Technica,Blog,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.7435522675514221, 0.1392173022031784, 0.06082439795136452, 0.05640595778822899]"
1520,"The Atlantic Declaration: Data bridges, privacy and AI",2023-06-09,International Association of Privacy Professionals,Press Release Service,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.4977005124092102, 0.2054295837879181, 0.20182359218597412, 0.09504633396863937]"
1521,"Rishi Sunak’s AI summit: what is its aim, and is it really necessary?",2023-06-09,The Guardian,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.4424845576286316, 0.3430064916610718, 0.1235223114490509, 0.09098667651414871]"
1522,Lawyers who used ChatGPT included fake legal research fabricated by AI chatbot,2023-06-09,Fox News,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5235667824745178, 0.23597222566604614, 0.1242167130112648, 0.11624430119991302]"
1523,Artificial Intelligence And Personal Data - Privacy Protection - Turkey,2023-06-08,Mondaq News Alerts,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.931517481803894, 0.02738768793642521, 0.02130306512117386, 0.01979176327586174]"
1524,Top Artificial Intelligence Courses from TR Academy,2023-06-08,TechRepublic,Blog,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.32206231355667114, 0.310766339302063, 0.2562449872493744, 0.11092638224363327]"
1525,"Global Artificial Intelligence (AI) Industry Report 2023-2026: Economic Impact of AI, Productivity Gains from AI, Increase in Consumer Demand, Job Loss or New Job Opportunities",2023-06-08,Yahoo Finance,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.48655223846435547, 0.2271232157945633, 0.14586220681667328, 0.14046232402324677]"
1526,National Priorities for Artificial Intelligence — AI: The Washington ...,2023-06-08,Mintz,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.5443331599235535, 0.21604759991168976, 0.19419662654399872, 0.045422591269016266]"
1527,UK to host first global summit on artificial intelligence safety,2023-06-08,Times of India,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.46498703956604004, 0.25516626238822937, 0.15587842464447021, 0.1239682286977768]"
1528,Britain to host first global summit on artificial intelligence safety,2023-06-08,The Indian Express,Press Release Service,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.4843197464942932, 0.2445736676454544, 0.15051071345806122, 0.12059585750102997]"
1529,UK To Host First Global Safety Summit For AI,2023-06-08,Silicon UK,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.5927104949951172, 0.2057356983423233, 0.10463616251945496, 0.09691767394542694]"
1530,UK to host first global summit on artificial intelligence safety: PM Sunak,2023-06-08,Hindustan Times,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.5479722023010254, 0.24100320041179657, 0.11768876761198044, 0.09333588182926178]"
1531,Cybercrooks Scrape OpenAI API Keys to Pirate GPT-4,2023-06-08,Dark Reading,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.8200677037239075, 0.08399182558059692, 0.05497642606496811, 0.04096401855349541]"
1532,Nvidia's AI software tricked into leaking data,2023-06-08,Financial Times,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.7529639601707458, 0.1351093202829361, 0.05824365094304085, 0.05368305742740631]"
1533,Cloudera invests in future of AI through open data lakehouse,2023-06-08,IT Brief Australia,Other,en,positive,"['Optimism', 'Concern', 'Excitement', 'Skepticism']",Optimism,"[0.3514392077922821, 0.26593735814094543, 0.25257378816604614, 0.13004963099956512]"
1534,Khan Academy’s AI Tutor Bot Aims to Reshape Learning,2023-06-08,The New York Times,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.40003323554992676, 0.2513583302497864, 0.1852569580078125, 0.16335149109363556]"
1535,Another Judicial Order Related to Lawyer Use of Generative AI,2023-06-08,Reason,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.639832615852356, 0.17038504779338837, 0.09604763239622116, 0.0937347486615181]"
1536,"My husband is a chatbot, love in the age of Artificial Intelligence",2023-06-08,L'ADN,Other,fr,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.3359886407852173, 0.28692060708999634, 0.2578614056110382, 0.11922940611839294]"
1537,Legal AI company EvenUp raises $50 million at $325 million valuation,2023-06-08,Reuters,News Outlet,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']",Optimism,"[0.3564803898334503, 0.34772664308547974, 0.20195946097373962, 0.09383348375558853]"
1538,Adobe will cover any legal bills around generative AI copyright issues,2023-06-08,Fast Company,Magazine,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.48844602704048157, 0.1770537942647934, 0.1754637360572815, 0.15903636813163757]"
1539,In an era where instructions to robots are left to AI? Large scale languages ​​in manufacturing...,2023-06-08,ビジネス＋IT,Other,ja,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.7660046219825745, 0.10723204910755157, 0.06861408054828644, 0.058149296790361404]"
1540,Paralegals Race to Stay Relevant as AI Threatens Their Future,2023-06-08,Bloomberg Law,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.7881345152854919, 0.12395847588777542, 0.046855222433805466, 0.04105182737112045]"
1541,"AI in Travel, Hospitality & Leisure - Part 2: Demystifying AI in Business",2023-06-08,Alvarez & Marsal,Other,en,positive,"['Skepticism', 'Excitement', 'Optimism', 'Concern']",Skepticism,"[0.40588194131851196, 0.23462457954883575, 0.18816964328289032, 0.17132385075092316]"
1542,Why the EU must now tackle the risks posed by military AI,2023-06-08,CEPS,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.7826408743858337, 0.12437382340431213, 0.04923771694302559, 0.04374760016798973]"
1543,An AI robot dog has become an art critic - and poops out his reviews,2023-06-08,indy100,Other,en,negative,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.5702088475227356, 0.17422521114349365, 0.1550201028585434, 0.10054582357406616]"
1544,An AI Robot Learns Recipes by Watching Human Chefs,2023-06-08,Psychology Today,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.46868109703063965, 0.21586568653583527, 0.21324914693832397, 0.10220406204462051]"
1545,The Growing Cyber Threats of Generative AI: Who's Accountable ...,2023-06-08,Dark Reading,Other,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.9162372946739197, 0.056296054273843765, 0.015229089185595512, 0.012237541377544403]"
1546,"The UK wants to export its model of AI regulation, but it's doubtful the ...",2023-06-07,The Conversation Indonesia,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5037392973899841, 0.3093617558479309, 0.1052500456571579, 0.08164894580841064]"
1547,Domino Data Lab Expands AI Platform,2023-06-07,Pharmaceutical Technology Magazine,Blog,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.3499962389469147, 0.24930380284786224, 0.2447497546672821, 0.15595020353794098]"
1548,HIMSS23 Europe: Assessing the impact of artificial intelligence on ...,2023-06-07,Healthcare IT News,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.643382728099823, 0.12894532084465027, 0.12564478814601898, 0.10202715545892715]"
1549,EU agency maps key cybersecurity issues on Artificial Intelligence,2023-06-07,EURACTIV,Other,en,negative,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.7917938828468323, 0.07599973678588867, 0.0718841552734375, 0.06032221391797066]"
1550,Britain to host first global summit on artificial intelligence safety,2023-06-07,Reuters,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.4843197464942932, 0.2445736676454544, 0.15051071345806122, 0.12059585750102997]"
1551,India’s voice must be heard louder in the global artificial intelligence debate. Here’s why.,2023-06-07,The Economic Times,News Outlet,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5443981885910034, 0.19274897873401642, 0.15895521640777588, 0.1038975864648819]"
1552,"Dartmouth Launches Center for Artificial Intelligence, Precision ...",2023-06-07,HealthITAnalytics.com,Blog,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.3675096333026886, 0.23944389820098877, 0.2393968105316162, 0.15364970266819]"
1553,Vietnam's AI robot introduced,2023-06-07,VietNamNet,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.34882673621177673, 0.26303234696388245, 0.19547636806964874, 0.1926645040512085]"
1554,Instagram is working on a chatbot like Snapchat's My AI,2023-06-07,BDM,Other,fr,positive,"['Skepticism', 'Concern', 'Excitement', 'Optimism']",Skepticism,"[0.283572256565094, 0.26848870515823364, 0.25299814343452454, 0.1949409693479538]"
1555,US Senators take Meta to task for releasing LLaMA AI model after token safety checks,2023-06-07,The Register,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.7112365365028381, 0.19806693494319916, 0.05165078490972519, 0.039045680314302444]"
1556,AI and humans collaborate on first ChatGPT-designed robot,2023-06-07,New Atlas,Other,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']",Excitement,"[0.27798500657081604, 0.2683184742927551, 0.26427987217903137, 0.18941664695739746]"
1557,Is Secure and Trusted AI Possible? The EU Leads the Way,2023-06-07,ENISA,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.5792867541313171, 0.24979379773139954, 0.09623344242572784, 0.0746859684586525]"
1558,The AI Boom Is Pulling Tech Entrepreneurs Back to San Francisco,2023-06-07,The New York Times,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.4110419750213623, 0.24347130954265594, 0.22207078337669373, 0.12341593950986862]"
1559,DeepMind AI creates algorithms that sort data faster than those built ...,2023-06-07,Nature.com,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.3070054352283478, 0.2766723334789276, 0.2579147517681122, 0.1584075540304184]"
1560,"Baz Luhrmann, AI Robot Ai-Da, and Tim Marlow in Conversation ...",2023-06-07,Ocula Magazine,Magazine,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.3778237998485565, 0.2708832621574402, 0.20881210267543793, 0.14248083531856537]"
1561,Revolutionize The Cooking Experience with Kitchen Idea’s KODY 29 AI Cooking Robot,2023-06-07,Yahoo Finance,News Outlet,en,positive,"['Optimism', 'Excitement', 'Concern', 'Skepticism']",Optimism,"[0.387882262468338, 0.3743949830532074, 0.13716916739940643, 0.10055362433195114]"
1562,UK to host first global summit on Artificial Intelligence,2023-06-07,GOV.UK,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.37680917978286743, 0.23598144948482513, 0.22218872606754303, 0.16502059996128082]"
1563,"Micron Enables Computationally Intensive AI, Data Analytics and ...",2023-06-07,Micron Investor Relations,Other,en,positive,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.42541393637657166, 0.29300421476364136, 0.16039679944515228, 0.1211850717663765]"
1564,Internal investigations: data analysis and artificial intelligence,2023-06-07,Dentons,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.5844875574111938, 0.16180194914340973, 0.15761154890060425, 0.09609898179769516]"
1565,Cybersecurity Challenges and Opportunities With AI Chatbots,2023-06-07,BankInfoSecurity.com,Other,en,neutral,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.6909553408622742, 0.18491226434707642, 0.06986868381500244, 0.0542636476457119]"
1566,"AI is used widely, but lawmakers have set few rules",2023-06-06,NC Newsline,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.342094749212265, 0.24325929582118988, 0.22210495173931122, 0.1925410032272339]"
1567,Cisco Shows Breakthrough Innovation Towards AI-First Security Cloud,2023-06-06,Cisco Newsroom,News Outlet,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.5339800715446472, 0.33598217368125916, 0.10197390615940094, 0.028063805773854256]"
1568,"Lawmatics Launches LM[AI], A GPT-Driven AI Feature to Generate ...",2023-06-06,LawSites,Other,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.44724106788635254, 0.2534031271934509, 0.17462027072906494, 0.12473554909229279]"
1569,CrowdStrike's Charlotte AI cybersecurity chatbot launches | SC Media,2023-06-06,SC Media,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.3529270589351654, 0.3094715476036072, 0.16928629577159882, 0.16831514239311218]"
1570,CFPB warns AI chatbots in banking must comply with law | ABA ...,2023-06-06,ABA Banking Journal,Academic Journal,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.7959122657775879, 0.11659665405750275, 0.05041453242301941, 0.03707651421427727]"
1571,"Sunak to meet Biden for talks on AI, Ukraine and the economy",2023-06-06,Jersey Evening Post,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.46154454350471497, 0.1989891082048416, 0.1880708932876587, 0.15139544010162354]"
1572,Salesforce AI Research Introduces CodeTF: A One-Stop Transformer Library For Code Large Language Models (CodeLLM),2023-06-06,MarkTechPost,News Outlet,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.3337258994579315, 0.27328670024871826, 0.22913376986980438, 0.16385363042354584]"
1573,Generative AI: Cybersecurity Friend And Foe,2023-06-06,Forbes,Magazine,en,negative,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.4560674726963043, 0.22386205196380615, 0.20633697509765625, 0.11373353749513626]"
1574,Japanese AI startup launches robot for home use,2023-06-06,The Japan Times,News Outlet,en,positive,"['Skepticism', 'Excitement', 'Concern', 'Optimism']",Skepticism,"[0.2944011390209198, 0.2527180314064026, 0.24586957693099976, 0.20701123774051666]"
1575,"AI is used widely, but lawmakers have set few rules",2023-06-06,Ohio Capital Journal,Academic Journal,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.342094749212265, 0.24325929582118988, 0.22210495173931122, 0.1925410032272339]"
1576,Safety First: Avoiding artificial intelligence kidnapping scams,2023-06-06,WBTV,Broadcast Media,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.9013131260871887, 0.06643130630254745, 0.0203293077647686, 0.011926299892365932]"
1577,Privacy and AI in the coming age of home robots,2023-06-05,Stacey on IoT,Other,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.6582218408584595, 0.19666045904159546, 0.09233814477920532, 0.05277957394719124]"
1578,"Robot With Realistic Face Describes AI ""Nightmare Scenario""",2023-06-05,Futurism,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.48687851428985596, 0.3800031542778015, 0.0674968808889389, 0.06562144309282303]"
1579,AI and humanoid robots dominate ICRA event in London,2023-06-05,Design Engineering,Other,en,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.3755803406238556, 0.25939086079597473, 0.24644695222377777, 0.1185818463563919]"
1580,News / 'AI revolution' set to drive into Felixstowe with robot truck fleet,2023-06-05,theloadstar.com,Other,en,positive,"['Excitement', 'Concern', 'Optimism', 'Skepticism']",Excitement,"[0.6662775278091431, 0.17312264442443848, 0.12896931171417236, 0.03163059428334236]"
1581,Globality's chatbot Glo now uses generative AI to enhance ...,2023-06-05,SiliconANGLE News,News Outlet,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.2841843366622925, 0.2458072155714035, 0.24430350959300995, 0.22570498287677765]"
1582,Stats agency to use Naver's AI chatbot to offer tailored data for firms,2023-06-05,koreatimes,News Outlet,en,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.34592708945274353, 0.26676100492477417, 0.203055277466774, 0.18425656855106354]"
1583,Rishi Sunak lobbying for launch of UK-hosted global AI regulator,2023-06-05,Information Age,Other,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.4621259570121765, 0.18242064118385315, 0.1786225289106369, 0.17683082818984985]"
1584,SAFE Security claims to predict data breaches with new generative AI offering,2023-06-05,CSO Online,Other,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.33235621452331543, 0.28513869643211365, 0.20083850622177124, 0.18166659772396088]"
1585,"GPT Chat Creator Warns That ""Strict Regulation"" Threatens AI Development",2023-06-05,Vive USA,Other,es,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.8491864204406738, 0.13880307972431183, 0.007264545653015375, 0.004745940677821636]"
1586,Could AI robotics revolutionise poultry processing in the US?,2023-06-05,Poultry World,Other,en,positive,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.41486847400665283, 0.23354807496070862, 0.2080277055501938, 0.14355583488941193]"
1587,Google and Facebook urged by EU to label AI-generated content,2023-06-05,The Guardian,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.4972943067550659, 0.2306094467639923, 0.14230355620384216, 0.1297927349805832]"
1588,NEDA Suspends AI Chatbot for Giving Harmful Eating Disorder ...,2023-06-05,The Journal of Clinical Psychiatry,Academic Journal,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.9535677433013916, 0.03213672712445259, 0.008174976333975792, 0.006120587699115276]"
1589,Regulation of AI Systems is Already Here – Look to Data Protection ...,2023-06-05,JD Supra,Press Release Service,en,positive,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.7553048729896545, 0.09750446677207947, 0.08575312793254852, 0.06143756955862045]"
1590,AI Art Wars: Japan Says AI Model Training Doesn’t Violate Copyright,2023-06-05,Decrypt,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.6454506516456604, 0.18297944962978363, 0.13900074362754822, 0.03256915509700775]"
1591,Japan Declares AI Training Data Fair Game and 'Will Not Enforce ...,2023-06-05,PetaPixel,Other,en,neutral,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.432263046503067, 0.3832670748233795, 0.10619920492172241, 0.07827064394950867]"
1592,AI content: EU asks Big Tech to tackle disinformation – DW – 06/05 ...,2023-06-05,DW (English),Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.6184934973716736, 0.23082223534584045, 0.08505494147539139, 0.06562928855419159]"
1593,Elon Musk says China will initiate AI regulations,2023-06-05,Reuters,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5123141407966614, 0.2843272089958191, 0.1325036585330963, 0.070855051279068]"
1594,EU urges for stronger artificial intelligence regulation to protect the ...,2023-06-05,Open Access Government,Other,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.5590360164642334, 0.22728271782398224, 0.1140868216753006, 0.09959448128938675]"
1595,Zoom can now give you AI summaries of the meetings you've missed,2023-06-05,The Verge,News Outlet,en,positive,"['Concern', 'Optimism', 'Skepticism', 'Excitement']",Concern,"[0.3259248733520508, 0.26659640669822693, 0.227198526263237, 0.1802801489830017]"
1596,Snapchat's My AI: the chatbot that mingles with friends,2023-06-04,BR24,Other,de,positive,"['Excitement', 'Optimism', 'Concern', 'Skepticism']",Excitement,"[0.36621713638305664, 0.32471007108688354, 0.19028091430664062, 0.11879190802574158]"
1597,AI clones made from user data pose uncanny risks,2023-06-04,The Conversation,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.8645244836807251, 0.09618806838989258, 0.02124733105301857, 0.018040159717202187]"
1598,"AI poses national security threat, warns terror watchdog",2023-06-04,The Guardian,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.9113749861717224, 0.07015881687402725, 0.010690802708268166, 0.0077754296362400055]"
1599,We need to keep CEOs away from AI regulation,2023-06-04,Financial Times,News Outlet,en,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.7174482345581055, 0.22189435362815857, 0.03444061428308487, 0.02621680311858654]"
1600,What's new in robots? An AI-powered humanoid machine that writes ... - El Dorado News,2023-06-04,El Dorado News-Times,News Outlet,en,neutral,"['Excitement', 'Concern', 'Skepticism', 'Optimism']",Excitement,"[0.3466942012310028, 0.2884136736392975, 0.21164996922016144, 0.15324214100837708]"
1601,Insider Q&A: Artificial Intelligence and Cybersecurity In Military Tech,2023-06-03,SecurityWeek,Other,en,positive,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.6392695307731628, 0.1325879544019699, 0.12369474023580551, 0.1044478490948677]"
1602,Chatbot with AI created to help prevent eating disorders generates problems and goes offline,2023-06-03,Olhar Digital,News Outlet,pt,negative,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.6436566114425659, 0.2919459342956543, 0.03700881078839302, 0.02738863229751587]"
1603,Rethinking Robot Rights: A Confucian Approach,2023-06-03,Unite.AI,News Outlet,en,negative,"['Concern', 'Excitement', 'Skepticism', 'Optimism']",Concern,"[0.5387394428253174, 0.20513197779655457, 0.1490756869316101, 0.10705287009477615]"
1604,Robot takeover? Not quite. Here’s what AI doomsday would look like,2023-06-03,The Guardian,News Outlet,en,negative,"['Concern', 'Skepticism', 'Excitement', 'Optimism']",Concern,"[0.614944338798523, 0.23243913054466248, 0.10511559993028641, 0.047501008957624435]"
1605,"AI ripe to shake up private banking, says Israeli entrepreneur",2023-06-03,Financial Times,News Outlet,en,positive,"['Excitement', 'Concern', 'Skepticism', 'Optimism']",Excitement,"[0.3541311025619507, 0.28202953934669495, 0.2188187837600708, 0.14502064883708954]"
1606,DNB: - AI will make it easier to be a lawyer,2023-06-02,advokatbladet,Other,no,positive,"['Concern', 'Skepticism', 'Optimism', 'Excitement']",Concern,"[0.41661787033081055, 0.27338775992393494, 0.17301763594150543, 0.13697676360607147]"
1607,How to Keep Scaling Large Language Models when Data Runs Out? A New AI Research Trains 400 Models with up to 9B Parameters and 900B Tokens to Create an Extension of Chinchilla Scaling Laws for Repeated Data,2023-06-02,MarkTechPost,News Outlet,en,negative,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.8212889432907104, 0.06520193070173264, 0.057365648448467255, 0.05614355206489563]"
1608,Chat GPT and Law - How does AI affect existing law?,2023-06-02,anwalt.de,Other,de,neutral,"['Concern', 'Optimism', 'Excitement', 'Skepticism']",Concern,"[0.6423406004905701, 0.13079923391342163, 0.1176396906375885, 0.10922056436538696]"
1609,Regulation of generative AI must protect freedom of expression,2023-06-02,OpenGlobalRights,Other,en,negative,"['Concern', 'Excitement', 'Optimism', 'Skepticism']",Concern,"[0.648145854473114, 0.1250346451997757, 0.11803760379552841, 0.10878191888332367]"
